restaurant_id,dish_id,order_date,quantity,restaurant_name,location,cuisine,partner_id,dish_name,category,price,partner_name,rating
67,196,2025-02-02,3,"Patterson, Moore and Morgan",East Roberthaven,Chinese,30,fact,Appetizer,33,Miller-Graham,4.9
128,272,2025-02-14,1,"Thomas, Wilson and Stevens",North Michaelshire,Italian,30,fish,Main,23,Miller-Graham,4.9
44,215,2025-01-21,1,Stewart-Nguyen,Timothychester,Chinese,10,federal,Main,41,"Garcia, King and Rodriguez",2.4
218,196,2025-02-07,1,King-Little,Melindaton,Indian,7,fact,Appetizer,33,Lewis-Randolph,2.6
194,129,2025-02-04,3,Alexander Inc,Estradastad,Mexican,20,economy,Dessert,20,Maxwell-Johnson,1.3
184,4,2025-02-01,2,Jones Group,West Deannabury,Chinese,5,weight,Appetizer,41,"Mitchell, Martin and Ellis",1.6
153,294,2025-01-14,1,"Stewart, Fletcher and Ramsey",North Heatherton,Mexican,14,research,Dessert,17,Koch-Lewis,4.5
56,216,2025-02-17,2,Peters Ltd,North Samanthafort,Indian,6,take,Main,40,"Norton, Rodriguez and Morrison",2.0
100,385,2025-01-19,4,"Adams, Norris and Jackson",Donaldsonfurt,Chinese,23,two,Main,5,"Palmer, Webster and Daniels",3.2
176,308,2025-01-15,3,Miller-Clarke,Elizabethton,Mexican,4,lead,Appetizer,36,Donovan-Brock,2.9
197,177,2025-01-23,2,"Villarreal, Jones and Morales",South David,Chinese,26,compare,Appetizer,49,"Fuentes, Mcdaniel and Elliott",4.0
240,375,2025-02-03,4,Guerrero and Sons,Lake Roger,Indian,10,learn,Dessert,39,"Garcia, King and Rodriguez",2.4
147,27,2025-01-17,1,Dickerson-Stanley,North Christophermouth,Chinese,27,father,Appetizer,30,"Miller, Rodriguez and Greer",1.8
213,27,2025-01-19,1,"Rodriguez, Hamilton and Gonzalez",Janetfort,Indian,17,father,Appetizer,30,Mcdonald Inc,4.7
94,7,2025-01-21,3,Stout-Lane,Lake Richard,Indian,18,nearly,Main,16,"Stephens, Allison and Jordan",2.1
92,284,2025-01-12,1,Sosa-George,Maldonadoside,Indian,18,majority,Appetizer,43,"Stephens, Allison and Jordan",2.1
127,257,2025-01-28,4,"Johnson, Perry and Garcia",Davismouth,Indian,3,behind,Main,10,Rojas-Duncan,2.4
51,78,2025-02-04,3,Scott PLC,Port Justinshire,Mexican,12,for,Dessert,21,Stark-Velez,4.5
64,189,2025-02-13,4,Taylor-Coleman,East Michaelport,Italian,2,tax,Main,20,Diaz-Hernandez,4.7
182,347,2025-01-10,3,White-Thomas,Lake Bridgethaven,Chinese,17,commercial,Appetizer,33,Mcdonald Inc,4.7
20,34,2025-01-16,2,Stewart-Sloan,Ferrellfort,Mexican,30,all,Appetizer,29,Miller-Graham,4.9
275,305,2025-01-01,3,Trevino LLC,Anthonyborough,Indian,15,house,Appetizer,42,"Cook, Mcgrath and Nash",3.7
183,303,2025-02-13,3,"Hodges, Thornton and Ray",Warnerville,Mexican,18,back,Main,5,"Stephens, Allison and Jordan",2.1
183,337,2025-02-15,4,"Hodges, Thornton and Ray",Warnerville,Mexican,18,organization,Main,20,"Stephens, Allison and Jordan",2.1
8,66,2025-02-17,4,Lopez PLC,Port Thomastown,Mexican,13,prepare,Dessert,36,Carson and Sons,4.4
212,318,2025-01-17,4,"Lucas, Aguilar and Taylor",New Nancychester,Italian,17,hit,Appetizer,40,Mcdonald Inc,4.7
107,309,2025-02-03,3,Campbell Inc,South Johnport,Italian,3,personal,Appetizer,13,Rojas-Duncan,2.4
155,255,2025-01-26,3,Thornton and Sons,Brandonstad,Chinese,23,detail,Appetizer,46,"Palmer, Webster and Daniels",3.2
205,342,2025-02-07,2,Wilson PLC,Tamaraborough,Chinese,17,agreement,Appetizer,47,Mcdonald Inc,4.7
257,252,2025-01-03,4,Mendez-Austin,North Catherine,Indian,30,manager,Main,26,Miller-Graham,4.9
171,344,2025-02-08,2,Goodman LLC,West Kristyshire,Indian,21,sort,Appetizer,33,Scott PLC,1.6
203,22,2025-02-08,2,Payne-Turner,Tyronetown,Italian,10,both,Dessert,7,"Garcia, King and Rodriguez",2.4
13,197,2025-01-13,1,Osborne-Patterson,Port Charles,Italian,19,education,Appetizer,25,Lara and Sons,2.0
298,353,2025-02-20,4,"Pena, Miller and Browning",East Gabrielside,Chinese,15,think,Main,13,"Cook, Mcgrath and Nash",3.7
13,345,2025-01-23,3,Osborne-Patterson,Port Charles,Italian,19,reflect,Appetizer,10,Lara and Sons,2.0
267,347,2025-02-10,1,"Garza, Roberts and Smith",Christophermouth,Italian,25,commercial,Appetizer,33,Sullivan-Lee,4.7
260,333,2025-01-17,3,"Wood, Garrett and Gross",Lisaburgh,Mexican,30,many,Main,8,Miller-Graham,4.9
142,142,2025-01-23,2,Maynard and Sons,Melissaberg,Mexican,9,different,Main,5,Henderson Ltd,3.8
87,146,2025-02-09,2,Johnson-Fuller,Lake Jenna,Italian,5,low,Dessert,46,"Mitchell, Martin and Ellis",1.6
76,108,2025-02-05,2,Strickland-Frazier,Patriciaton,Italian,12,full,Main,7,Stark-Velez,4.5
82,113,2025-01-26,4,"Martinez, Parker and Davis",New Janice,Mexican,21,tell,Appetizer,36,Scott PLC,1.6
190,289,2025-01-04,2,Jefferson LLC,Campbellbury,Mexican,4,strategy,Main,29,Donovan-Brock,2.9
133,307,2025-01-13,4,"Vargas, Nelson and Thomas",Watsonchester,Chinese,18,under,Appetizer,33,"Stephens, Allison and Jordan",2.1
252,80,2025-01-16,4,Carson Ltd,Lake Juanberg,Mexican,22,become,Dessert,11,Garner-Russo,4.2
295,307,2025-02-22,4,"Guzman, Olson and Hughes",South Nathan,Chinese,16,under,Appetizer,33,Coleman Group,2.0
257,24,2025-01-03,1,Mendez-Austin,North Catherine,Indian,30,late,Dessert,27,Miller-Graham,4.9
110,203,2025-02-02,1,Baxter-Castillo,New Jessicachester,Indian,22,thought,Main,23,Garner-Russo,4.2
45,164,2025-02-19,3,Hall-Lowery,Racheltown,Chinese,29,person,Appetizer,21,Hamilton PLC,4.3
16,117,2025-01-31,4,Atkins-Mendoza,South Larry,Indian,10,cultural,Dessert,39,"Garcia, King and Rodriguez",2.4
291,140,2025-02-03,1,"Hall, Foster and Bridges",West Brentside,Indian,18,ball,Dessert,42,"Stephens, Allison and Jordan",2.1
247,50,2025-01-05,1,Scott-Schaefer,South Sierra,Italian,28,know,Appetizer,16,"Edwards, Young and Lynch",4.8
18,21,2025-02-12,2,Moore-Hartman,North Johntown,Indian,11,seven,Dessert,9,"Cox, Singh and Moore",2.8
159,377,2025-02-05,3,"Evans, Holmes and Howell",Welchshire,Indian,23,front,Appetizer,37,"Palmer, Webster and Daniels",3.2
254,265,2025-02-18,3,May Ltd,Port Michaeltown,Italian,5,them,Dessert,25,"Mitchell, Martin and Ellis",1.6
2,83,2025-01-02,2,Jones Ltd,New Rhondahaven,Chinese,9,property,Appetizer,14,Henderson Ltd,3.8
281,323,2025-02-17,3,Gray LLC,Melvinmouth,Mexican,30,star,Appetizer,44,Miller-Graham,4.9
200,361,2025-01-09,3,Everett-Riley,South Shane,Mexican,23,magazine,Dessert,29,"Palmer, Webster and Daniels",3.2
63,1,2025-02-08,4,Bowen Ltd,Georgeview,Chinese,8,perform,Main,34,Barrett-Perkins,1.5
214,143,2025-01-27,1,"Petty, Morris and Spencer",West Larryport,Italian,7,room,Appetizer,11,Lewis-Randolph,2.6
125,164,2025-01-07,1,"Soto, Garcia and Wang",North Donaldmouth,Indian,18,person,Appetizer,21,"Stephens, Allison and Jordan",2.1
55,67,2025-02-20,1,"Bennett, Foley and Williams",North Perryborough,Mexican,28,role,Dessert,43,"Edwards, Young and Lynch",4.8
275,339,2025-01-01,2,Trevino LLC,Anthonyborough,Indian,15,director,Main,38,"Cook, Mcgrath and Nash",3.7
85,334,2025-01-26,3,"Duncan, Ortiz and Baker",Garciamouth,Chinese,29,within,Dessert,45,Hamilton PLC,4.3
24,294,2025-02-05,3,"Hill, Barber and Hernandez",Port Joseph,Chinese,8,research,Dessert,17,Barrett-Perkins,1.5
276,96,2025-02-13,1,Torres and Sons,Edwardsville,Italian,7,nation,Main,49,Lewis-Randolph,2.6
242,112,2025-01-17,3,"Perez, Castillo and Lopez",Davisberg,Mexican,1,team,Dessert,16,Hall and Sons,4.0
151,383,2025-01-10,4,Smith-Beasley,New Tanya,Italian,2,first,Dessert,8,Diaz-Hernandez,4.7
84,324,2025-01-16,1,"Cunningham, Turner and Gomez",North Beverlyview,Chinese,28,old,Main,42,"Edwards, Young and Lynch",4.8
98,62,2025-02-10,1,"Green, Ferguson and Martinez",Lake Jasonchester,Indian,4,follow,Main,42,Donovan-Brock,2.9
46,162,2025-02-04,3,Thomas Inc,Christineborough,Chinese,22,similar,Appetizer,44,Garner-Russo,4.2
83,21,2025-01-14,3,"Franco, Rocha and Randall",North Clifford,Mexican,5,seven,Dessert,9,"Mitchell, Martin and Ellis",1.6
253,205,2025-02-07,1,Brooks-Jones,Lake Jason,Italian,15,health,Appetizer,12,"Cook, Mcgrath and Nash",3.7
42,120,2025-01-21,2,Morrow-Jones,Kyleburgh,Italian,20,since,Dessert,16,Maxwell-Johnson,1.3
113,112,2025-01-03,1,Bautista-Garcia,South Justin,Italian,30,team,Dessert,16,Miller-Graham,4.9
292,116,2025-01-02,2,Ross PLC,Aguilarshire,Mexican,18,skill,Appetizer,38,"Stephens, Allison and Jordan",2.1
148,321,2025-01-10,4,Brown Ltd,West Cathyfurt,Mexican,17,room,Main,42,Mcdonald Inc,4.7
71,231,2025-02-14,2,Carroll-Boyd,Port Jasonbury,Chinese,24,special,Appetizer,43,Russo-Terry,2.6
293,83,2025-01-31,2,Lara-Williams,Port Rachel,Indian,24,property,Appetizer,14,Russo-Terry,2.6
244,371,2025-01-20,1,"Cook, Moran and Alexander",Donaldberg,Chinese,19,forward,Appetizer,22,Lara and Sons,2.0
178,304,2025-01-22,4,Stafford-Chase,Denniston,Mexican,8,for,Dessert,14,Barrett-Perkins,1.5
172,65,2025-01-27,3,Schmidt-Murphy,Osbornefurt,Indian,8,reality,Appetizer,27,Barrett-Perkins,1.5
164,312,2025-02-17,1,Cortez-Reed,Adamstad,Indian,11,example,Appetizer,33,"Cox, Singh and Moore",2.8
20,73,2025-02-06,2,Stewart-Sloan,Ferrellfort,Mexican,30,college,Dessert,29,Miller-Graham,4.9
7,294,2025-02-09,3,Cunningham-Diaz,South Emmabury,Mexican,20,research,Dessert,17,Maxwell-Johnson,1.3
272,16,2025-01-21,3,"Davis, Riddle and Martinez",Alexandermouth,Italian,20,range,Dessert,10,Maxwell-Johnson,1.3
153,360,2025-02-17,3,"Stewart, Fletcher and Ramsey",North Heatherton,Mexican,14,just,Main,37,Koch-Lewis,4.5
192,48,2025-02-10,2,Nolan-Nguyen,Collinsfurt,Chinese,1,single,Main,31,Hall and Sons,4.0
261,124,2025-02-21,4,Bryant Inc,West Blakestad,Chinese,6,help,Main,39,"Norton, Rodriguez and Morrison",2.0
152,106,2025-01-08,1,"Chan, Figueroa and Mcdonald",Port Tony,Chinese,28,government,Main,12,"Edwards, Young and Lynch",4.8
104,130,2025-01-18,4,"Peterson, Torres and Thompson",New Rebeccabury,Italian,26,deal,Dessert,38,"Fuentes, Mcdaniel and Elliott",4.0
11,109,2025-02-01,2,"Bentley, Butler and Conrad",South Tammyland,Italian,24,heavy,Main,24,Russo-Terry,2.6
14,185,2025-02-04,4,Jackson Group,Michaelport,Mexican,30,product,Dessert,9,Miller-Graham,4.9
57,53,2025-01-09,4,"Wolfe, Mckenzie and Hensley",New Melissamouth,Mexican,24,help,Main,26,Russo-Terry,2.6
152,125,2025-01-06,4,"Chan, Figueroa and Mcdonald",Port Tony,Chinese,28,wrong,Main,15,"Edwards, Young and Lynch",4.8
227,382,2025-01-24,2,Wilson-Guzman,Floresstad,Mexican,14,stop,Dessert,20,Koch-Lewis,4.5
151,56,2025-02-15,3,Smith-Beasley,New Tanya,Italian,2,identify,Appetizer,47,Diaz-Hernandez,4.7
212,347,2025-02-20,4,"Lucas, Aguilar and Taylor",New Nancychester,Italian,17,commercial,Appetizer,33,Mcdonald Inc,4.7
299,329,2025-01-27,4,Mullins-Huang,Harrismouth,Mexican,5,build,Appetizer,26,"Mitchell, Martin and Ellis",1.6
239,87,2025-01-28,2,"Jones, Johnson and Garcia",Jennifermouth,Chinese,24,factor,Dessert,42,Russo-Terry,2.6
272,19,2025-02-03,4,"Davis, Riddle and Martinez",Alexandermouth,Italian,20,couple,Dessert,12,Maxwell-Johnson,1.3
168,348,2025-01-02,2,Miller-Conner,Griffinport,Mexican,19,necessary,Appetizer,12,Lara and Sons,2.0
214,238,2025-02-04,4,"Petty, Morris and Spencer",West Larryport,Italian,7,economic,Appetizer,26,Lewis-Randolph,2.6
78,226,2025-01-19,2,"Austin, Wells and Price",Dylanhaven,Mexican,2,in,Main,12,Diaz-Hernandez,4.7
113,383,2025-01-31,3,Bautista-Garcia,South Justin,Italian,30,first,Dessert,8,Miller-Graham,4.9
87,214,2025-01-12,2,Johnson-Fuller,Lake Jenna,Italian,5,sound,Appetizer,36,"Mitchell, Martin and Ellis",1.6
257,280,2025-02-21,1,Mendez-Austin,North Catherine,Indian,30,remain,Appetizer,37,Miller-Graham,4.9
269,179,2025-02-01,4,"Allen, Logan and Lowe",Pooleside,Italian,21,soon,Appetizer,15,Scott PLC,1.6
264,207,2025-01-05,3,"Brown, Myers and Macias",Kristinside,Mexican,13,party,Dessert,25,Carson and Sons,4.4
112,262,2025-02-17,2,"Hernandez, Fitzgerald and Thompson",Davidhaven,Italian,2,traditional,Main,14,Diaz-Hernandez,4.7
6,304,2025-01-10,3,"Howard, Howard and White",New Joshuaberg,Indian,2,for,Dessert,14,Diaz-Hernandez,4.7
53,262,2025-02-04,2,Lawson-Lopez,North Johnmouth,Indian,2,traditional,Main,14,Diaz-Hernandez,4.7
205,91,2025-01-08,2,Wilson PLC,Tamaraborough,Chinese,17,provide,Appetizer,32,Mcdonald Inc,4.7
191,289,2025-01-13,1,"Trujillo, Mccoy and Dawson",East Michellemouth,Italian,5,strategy,Main,29,"Mitchell, Martin and Ellis",1.6
74,91,2025-01-18,4,Peterson Inc,Alexandermouth,Indian,11,provide,Appetizer,32,"Cox, Singh and Moore",2.8
291,18,2025-01-15,1,"Hall, Foster and Bridges",West Brentside,Indian,18,say,Appetizer,40,"Stephens, Allison and Jordan",2.1
57,131,2025-01-04,1,"Wolfe, Mckenzie and Hensley",New Melissamouth,Mexican,24,house,Dessert,13,Russo-Terry,2.6
73,87,2025-01-19,1,Santos-Williams,Thomaston,Chinese,11,factor,Dessert,42,"Cox, Singh and Moore",2.8
174,232,2025-02-04,3,Matthews-Curtis,East Mary,Italian,26,my,Main,24,"Fuentes, Mcdaniel and Elliott",4.0
284,134,2025-01-06,1,"Garcia, Meyer and Petersen",Rachelmouth,Chinese,15,skill,Dessert,33,"Cook, Mcgrath and Nash",3.7
123,123,2025-02-20,2,"Hawkins, Davis and Brown",Batesmouth,Chinese,19,right,Appetizer,23,Lara and Sons,2.0
37,202,2025-01-31,1,Palmer-Christian,Thomasville,Italian,21,child,Dessert,19,Scott PLC,1.6
138,321,2025-02-17,2,Larsen-Durham,East Emmaborough,Indian,18,room,Main,42,"Stephens, Allison and Jordan",2.1
100,108,2025-01-27,4,"Adams, Norris and Jackson",Donaldsonfurt,Chinese,23,full,Main,7,"Palmer, Webster and Daniels",3.2
273,47,2025-02-05,1,Nelson-Barrera,Kramerstad,Chinese,29,sing,Main,24,Hamilton PLC,4.3
105,11,2025-01-26,1,"Morgan, Sanchez and Kelly",Lake Danielland,Italian,22,turn,Main,36,Garner-Russo,4.2
182,71,2025-02-06,1,White-Thomas,Lake Bridgethaven,Chinese,17,material,Dessert,39,Mcdonald Inc,4.7
284,131,2025-01-24,4,"Garcia, Meyer and Petersen",Rachelmouth,Chinese,15,house,Dessert,13,"Cook, Mcgrath and Nash",3.7
94,192,2025-01-29,3,Stout-Lane,Lake Richard,Indian,18,early,Dessert,42,"Stephens, Allison and Jordan",2.1
42,1,2025-01-04,1,Morrow-Jones,Kyleburgh,Italian,20,perform,Main,34,Maxwell-Johnson,1.3
67,242,2025-02-07,1,"Patterson, Moore and Morgan",East Roberthaven,Chinese,30,between,Appetizer,35,Miller-Graham,4.9
71,290,2025-01-19,4,Carroll-Boyd,Port Jasonbury,Chinese,24,dinner,Main,20,Russo-Terry,2.6
113,235,2025-01-23,1,Bautista-Garcia,South Justin,Italian,30,perhaps,Appetizer,35,Miller-Graham,4.9
41,264,2025-02-16,2,"Chapman, Peters and Moore",Priceberg,Italian,22,inside,Appetizer,40,Garner-Russo,4.2
202,336,2025-01-21,3,Madden-Thompson,East Ronaldport,Mexican,21,treat,Dessert,15,Scott PLC,1.6
272,305,2025-02-14,4,"Davis, Riddle and Martinez",Alexandermouth,Italian,20,house,Appetizer,42,Maxwell-Johnson,1.3
46,259,2025-01-19,2,Thomas Inc,Christineborough,Chinese,22,attorney,Dessert,9,Garner-Russo,4.2
165,291,2025-01-16,2,"Anderson, Pratt and Long",Marshallshire,Italian,4,Republican,Dessert,19,Donovan-Brock,2.9
81,153,2025-01-01,4,Roberts and Sons,Walterville,Mexican,30,month,Main,42,Miller-Graham,4.9
106,111,2025-01-11,3,Pierce-Lang,Emilyville,Chinese,18,worry,Dessert,48,"Stephens, Allison and Jordan",2.1
101,314,2025-01-21,3,Farmer-Mccall,Davidborough,Indian,7,edge,Main,10,Lewis-Randolph,2.6
202,53,2025-01-27,3,Madden-Thompson,East Ronaldport,Mexican,21,help,Main,26,Scott PLC,1.6
235,239,2025-02-22,3,Reyes-Lee,Jennamouth,Indian,13,accept,Dessert,11,Carson and Sons,4.4
281,219,2025-01-28,4,Gray LLC,Melvinmouth,Mexican,30,understand,Main,6,Miller-Graham,4.9
183,30,2025-02-08,3,"Hodges, Thornton and Ray",Warnerville,Mexican,18,find,Main,43,"Stephens, Allison and Jordan",2.1
183,232,2025-01-06,1,"Hodges, Thornton and Ray",Warnerville,Mexican,18,my,Main,24,"Stephens, Allison and Jordan",2.1
212,158,2025-02-06,3,"Lucas, Aguilar and Taylor",New Nancychester,Italian,17,ahead,Main,9,Mcdonald Inc,4.7
297,39,2025-01-01,1,"Wiley, Ingram and Lopez",Morristown,Indian,2,movement,Main,10,Diaz-Hernandez,4.7
174,232,2025-02-22,2,Matthews-Curtis,East Mary,Italian,26,my,Main,24,"Fuentes, Mcdaniel and Elliott",4.0
134,347,2025-01-01,1,"Anderson, Ross and Wang",Port Cody,Mexican,19,commercial,Appetizer,33,Lara and Sons,2.0
33,6,2025-02-08,3,Richards Ltd,Jamesshire,Indian,15,wide,Dessert,25,"Cook, Mcgrath and Nash",3.7
276,217,2025-02-09,2,Torres and Sons,Edwardsville,Italian,7,generation,Dessert,16,Lewis-Randolph,2.6
33,230,2025-02-09,4,Richards Ltd,Jamesshire,Indian,15,option,Dessert,44,"Cook, Mcgrath and Nash",3.7
155,254,2025-02-08,1,Thornton and Sons,Brandonstad,Chinese,23,theory,Appetizer,10,"Palmer, Webster and Daniels",3.2
129,352,2025-02-09,3,Armstrong LLC,New Robert,Mexican,20,resource,Main,40,Maxwell-Johnson,1.3
149,370,2025-01-18,1,"Williams, Jones and Howard",Lake Jerryburgh,Italian,11,story,Appetizer,26,"Cox, Singh and Moore",2.8
71,286,2025-02-04,2,Carroll-Boyd,Port Jasonbury,Chinese,24,open,Appetizer,15,Russo-Terry,2.6
250,249,2025-02-14,4,Greene Inc,New Steven,Mexican,23,sound,Dessert,10,"Palmer, Webster and Daniels",3.2
54,339,2025-01-22,1,Heath-Branch,Lake Gregory,Italian,27,director,Main,38,"Miller, Rodriguez and Greer",1.8
124,153,2025-01-29,3,Gutierrez Inc,Yolandachester,Mexican,8,month,Main,42,Barrett-Perkins,1.5
164,293,2025-02-21,2,Cortez-Reed,Adamstad,Indian,11,development,Main,41,"Cox, Singh and Moore",2.8
222,246,2025-02-06,4,Parker Ltd,Lake John,Chinese,22,join,Appetizer,40,Garner-Russo,4.2
9,311,2025-01-16,1,Harris Ltd,Port Jessica,Italian,10,produce,Appetizer,28,"Garcia, King and Rodriguez",2.4
133,31,2025-02-03,2,"Vargas, Nelson and Thomas",Watsonchester,Chinese,18,behavior,Appetizer,7,"Stephens, Allison and Jordan",2.1
284,294,2025-01-24,2,"Garcia, Meyer and Petersen",Rachelmouth,Chinese,15,research,Dessert,17,"Cook, Mcgrath and Nash",3.7
178,75,2025-01-30,3,Stafford-Chase,Denniston,Mexican,8,take,Dessert,12,Barrett-Perkins,1.5
295,105,2025-02-03,1,"Guzman, Olson and Hughes",South Nathan,Chinese,16,center,Main,23,Coleman Group,2.0
165,316,2025-01-14,4,"Anderson, Pratt and Long",Marshallshire,Italian,4,evidence,Appetizer,22,Donovan-Brock,2.9
118,2,2025-01-12,3,"Brewer, Rhodes and White",Kevinton,Chinese,6,sure,Appetizer,45,"Norton, Rodriguez and Morrison",2.0
52,100,2025-01-26,3,Acosta-Williams,Karenfort,Indian,22,do,Appetizer,40,Garner-Russo,4.2
48,293,2025-02-19,3,Parker Inc,Tylershire,Mexican,20,development,Main,41,Maxwell-Johnson,1.3
2,135,2025-01-27,2,Jones Ltd,New Rhondahaven,Chinese,9,firm,Main,26,Henderson Ltd,3.8
134,135,2025-01-04,4,"Anderson, Ross and Wang",Port Cody,Mexican,19,firm,Main,26,Lara and Sons,2.0
109,287,2025-01-04,1,Martinez LLC,Port Michaelville,Italian,27,wife,Dessert,37,"Miller, Rodriguez and Greer",1.8
176,37,2025-01-28,1,Miller-Clarke,Elizabethton,Mexican,4,might,Dessert,10,Donovan-Brock,2.9
131,201,2025-01-07,1,"Johnson, Alexander and Thompson",New Marissaland,Indian,22,six,Appetizer,42,Garner-Russo,4.2
227,122,2025-02-21,4,Wilson-Guzman,Floresstad,Mexican,14,produce,Dessert,10,Koch-Lewis,4.5
170,21,2025-01-16,1,Barber PLC,Walterhaven,Mexican,8,seven,Dessert,9,Barrett-Perkins,1.5
110,170,2025-01-07,1,Baxter-Castillo,New Jessicachester,Indian,22,ten,Main,36,Garner-Russo,4.2
294,36,2025-01-13,1,Moore-Hogan,Rayfort,Mexican,15,lose,Main,41,"Cook, Mcgrath and Nash",3.7
164,236,2025-02-07,4,Cortez-Reed,Adamstad,Indian,11,against,Appetizer,15,"Cox, Singh and Moore",2.8
60,90,2025-01-24,3,Sullivan-Davidson,Lake Jasonchester,Mexican,19,suffer,Appetizer,6,Lara and Sons,2.0
43,190,2025-01-05,1,Russell Ltd,Odomland,Mexican,1,small,Dessert,32,Hall and Sons,4.0
87,112,2025-02-01,2,Johnson-Fuller,Lake Jenna,Italian,5,team,Dessert,16,"Mitchell, Martin and Ellis",1.6
191,116,2025-02-19,4,"Trujillo, Mccoy and Dawson",East Michellemouth,Italian,5,skill,Appetizer,38,"Mitchell, Martin and Ellis",1.6
181,115,2025-01-07,3,Wilson Inc,Andrewton,Indian,10,our,Appetizer,14,"Garcia, King and Rodriguez",2.4
162,236,2025-01-05,4,"Dixon, Gomez and Martin",Diazport,Indian,22,against,Appetizer,15,Garner-Russo,4.2
35,143,2025-01-02,1,Wilson-Hanson,Gordonland,Chinese,27,room,Appetizer,11,"Miller, Rodriguez and Greer",1.8
202,337,2025-01-11,3,Madden-Thompson,East Ronaldport,Mexican,21,organization,Main,20,Scott PLC,1.6
41,285,2025-01-03,4,"Chapman, Peters and Moore",Priceberg,Italian,22,recent,Dessert,16,Garner-Russo,4.2
171,109,2025-02-21,2,Goodman LLC,West Kristyshire,Indian,21,heavy,Main,24,Scott PLC,1.6
274,139,2025-02-05,1,Perez-Clark,Sheriburgh,Mexican,8,serve,Appetizer,40,Barrett-Perkins,1.5
98,159,2025-01-24,3,"Green, Ferguson and Martinez",Lake Jasonchester,Indian,4,each,Appetizer,23,Donovan-Brock,2.9
284,71,2025-02-20,3,"Garcia, Meyer and Petersen",Rachelmouth,Chinese,15,material,Dessert,39,"Cook, Mcgrath and Nash",3.7
82,374,2025-01-07,4,"Martinez, Parker and Davis",New Janice,Mexican,21,energy,Main,45,Scott PLC,1.6
246,307,2025-01-20,2,"Mathews, Young and Dyer",East Kristenchester,Chinese,17,under,Appetizer,33,Mcdonald Inc,4.7
45,365,2025-01-30,4,Hall-Lowery,Racheltown,Chinese,29,candidate,Appetizer,43,Hamilton PLC,4.3
120,367,2025-02-13,1,Turner LLC,Joshuamouth,Indian,13,above,Main,31,Carson and Sons,4.4
300,307,2025-02-16,3,Bowman PLC,Saratown,Chinese,20,under,Appetizer,33,Maxwell-Johnson,1.3
75,390,2025-02-12,4,Duncan and Sons,Anthonyhaven,Chinese,1,daughter,Dessert,41,Hall and Sons,4.0
22,114,2025-02-15,3,"Duffy, Hill and Logan",North Linda,Chinese,3,ready,Dessert,27,Rojas-Duncan,2.4
18,138,2025-01-29,2,Moore-Hartman,North Johntown,Indian,11,with,Appetizer,28,"Cox, Singh and Moore",2.8
165,156,2025-01-10,2,"Anderson, Pratt and Long",Marshallshire,Italian,4,with,Appetizer,31,Donovan-Brock,2.9
114,198,2025-02-02,1,Williams Ltd,Taylorstad,Indian,13,billion,Appetizer,26,Carson and Sons,4.4
185,379,2025-02-19,4,"Smith, Henson and Pittman",Darrellmouth,Indian,18,body,Main,34,"Stephens, Allison and Jordan",2.1
112,244,2025-01-31,2,"Hernandez, Fitzgerald and Thompson",Davidhaven,Italian,2,front,Dessert,49,Diaz-Hernandez,4.7
89,167,2025-01-26,2,Sanders-Riley,Amybury,Chinese,5,wonder,Main,26,"Mitchell, Martin and Ellis",1.6
57,304,2025-01-25,3,"Wolfe, Mckenzie and Hensley",New Melissamouth,Mexican,24,for,Dessert,14,Russo-Terry,2.6
72,362,2025-02-03,1,Li PLC,Amyport,Italian,23,case,Main,11,"Palmer, Webster and Daniels",3.2
227,167,2025-01-02,3,Wilson-Guzman,Floresstad,Mexican,14,wonder,Main,26,Koch-Lewis,4.5
234,53,2025-02-12,1,Willis Group,Joelside,Mexican,1,help,Main,26,Hall and Sons,4.0
59,268,2025-02-10,1,Porter Inc,Port Autumn,Italian,8,your,Dessert,26,Barrett-Perkins,1.5
98,247,2025-01-02,2,"Green, Ferguson and Martinez",Lake Jasonchester,Indian,4,because,Dessert,5,Donovan-Brock,2.9
114,332,2025-01-02,4,Williams Ltd,Taylorstad,Indian,13,figure,Appetizer,11,Carson and Sons,4.4
274,358,2025-02-16,2,Perez-Clark,Sheriburgh,Mexican,8,baby,Main,8,Barrett-Perkins,1.5
80,170,2025-01-23,1,Torres and Sons,Lauraview,Mexican,23,ten,Main,36,"Palmer, Webster and Daniels",3.2
211,77,2025-01-02,1,Murphy and Sons,East Charlesberg,Italian,29,beautiful,Appetizer,11,Hamilton PLC,4.3
4,143,2025-02-03,2,Martin-Lee,South Tamara,Italian,7,room,Appetizer,11,Lewis-Randolph,2.6
147,160,2025-01-24,1,Dickerson-Stanley,North Christophermouth,Chinese,27,but,Appetizer,20,"Miller, Rodriguez and Greer",1.8
133,4,2025-02-12,1,"Vargas, Nelson and Thomas",Watsonchester,Chinese,18,weight,Appetizer,41,"Stephens, Allison and Jordan",2.1
22,75,2025-01-09,1,"Duffy, Hill and Logan",North Linda,Chinese,3,take,Dessert,12,Rojas-Duncan,2.4
191,339,2025-01-30,3,"Trujillo, Mccoy and Dawson",East Michellemouth,Italian,5,director,Main,38,"Mitchell, Martin and Ellis",1.6
229,209,2025-01-28,1,Pratt and Sons,Jeremiahmouth,Italian,1,worry,Main,38,Hall and Sons,4.0
152,5,2025-02-03,3,"Chan, Figueroa and Mcdonald",Port Tony,Chinese,28,television,Main,10,"Edwards, Young and Lynch",4.8
